"Date","Price","Open","High","Low","Vol.","Change %"
"28-04-2004","1,816.55","1,819.00","1,833.95","1,801.80","117.15B","-0.04%"
"27-04-2004","1,817.25","1,890.05","1,893.10","1,814.00","120.42B","-3.97%"
"23-04-2004","1,892.45","1,890.85","1,912.35","1,885.75","127.54B","0.15%"
"22-04-2004","1,889.55","1,873.55","1,894.60","1,871.00","116.78B","0.86%"
"21-04-2004","1,873.35","1,844.35","1,876.00","1,838.60","114.89B","1.58%"
"20-04-2004","1,844.25","1,844.40","1,851.00","1,832.00","102.77B","0.01%"
"19-04-2004","1,844.05","1,868.20","1,876.20","1,837.40","93.08B","-1.29%"
"17-04-2004","1,868.10","1,869.20","1,875.95","1,864.95","23.01B","-0.05%"
"16-04-2004","1,868.95","1,863.85","1,882.55","1,861.80","83.29B","0.38%"
"15-04-2004","1,861.95","1,878.50","1,884.50","1,855.00","112.26B","-0.88%"
"13-04-2004","1,878.45","1,838.50","1,885.15","1,819.80","85.83B","2.19%"
"12-04-2004","1,838.20","1,860.30","1,873.75","1,828.95","80.20B","-0.83%"
"08-04-2004","1,853.55","1,854.00","1,864.95","1,839.70","93.98B","0.26%"
"07-04-2004","1,848.70","1,856.40","1,865.20","1,833.95","86.26B","-0.13%"
"06-04-2004","1,851.15","1,870.80","1,876.15","1,836.90","109.41B","-0.29%"
"05-04-2004","1,856.60","1,841.10","1,878.80","1,840.00","102.60B","0.84%"
"02-04-2004","1,841.10","1,856.10","1,856.30","1,809.00","118.74B","1.18%"
"01-04-2004","1,819.65","1,771.45","1,823.05","1,771.45","111.07B","2.69%"
"31-03-2004","1,771.90","1,744.60","1,775.30","1,740.20","93.07B","1.24%"
"30-03-2004","1,750.15","1,762.15","1,775.40","1,746.25","88.67B","-0.68%"
"29-03-2004","1,762.05","1,747.35","1,766.15","1,739.50","81.09B","0.83%"
"26-03-2004","1,747.50","1,704.45","1,755.45","1,703.80","107.61B","2.53%"
"25-03-2004","1,704.45","1,691.95","1,720.65","1,691.95","108.54B","0.73%"
"24-03-2004","1,692.10","1,697.40","1,700.65","1,676.40","88.91B","-0.25%"
"23-03-2004","1,696.40","1,685.15","1,710.45","1,669.70","99.20B","0.68%"
"22-03-2004","1,685.00","1,726.30","1,726.35","1,678.40","89.14B","-2.32%"
"19-03-2004","1,725.10","1,716.30","1,738.60","1,703.55","98.83B","0.49%"
"18-03-2004","1,716.65","1,750.00","1,754.95","1,708.30","99.54B","-1.90%"
"17-03-2004","1,749.85","1,749.60","1,765.05","1,738.85","98.29B","0.03%"
"16-03-2004","1,749.35","1,763.35","1,769.50","1,730.10","145.24B","-0.80%"
"15-03-2004","1,763.40","1,812.45","1,836.00","1,751.80","134.13B","-2.69%"
"12-03-2004","1,812.20","1,805.20","1,820.95","1,775.90","126.01B","0.38%"
"11-03-2004","1,805.40","1,843.95","1,843.95","1,798.45","116.66B","-2.11%"
"10-03-2004","1,844.35","1,866.30","1,866.40","1,835.80","131.85B","-1.16%"
"09-03-2004","1,866.05","1,884.50","1,898.70","1,843.00","127.69B","-1.02%"
"08-03-2004","1,885.25","1,868.15","1,891.95","1,867.95","129.10B","0.94%"
"05-03-2004","1,867.70","1,843.90","1,871.10","1,843.90","116.41B","1.29%"
"04-03-2004","1,843.85","1,859.30","1,867.95","1,831.20","112.52B","-0.89%"
"03-03-2004","1,860.40","1,852.45","1,868.25","1,842.45","133.76B","0.42%"
"01-03-2004","1,852.70","1,798.35","1,856.45","1,795.35","113.70B","2.91%"
"27-02-2004","1,800.30","1,765.90","1,807.45","1,763.95","128.74B","1.95%"
"26-02-2004","1,765.80","1,787.45","1,818.60","1,760.55","114.14B","-1.18%"
"25-02-2004","1,786.80","1,833.65","1,834.10","1,779.00","102.77B","-1.90%"
"24-02-2004","1,821.35","1,808.40","1,826.85","1,780.35","132.74B","0.73%"
"23-02-2004","1,808.20","1,853.00","1,867.25","1,800.20","99.79B","-2.40%"
"20-02-2004","1,852.65","1,858.25","1,872.85","1,831.15","130.22B","-0.30%"
"19-02-2004","1,858.30","1,916.65","1,919.70","1,851.80","140.47B","-3.03%"
"18-02-2004","1,916.45","1,920.00","1,935.80","1,912.60","109.07B","-0.19%"
"17-02-2004","1,920.10","1,913.55","1,926.15","1,905.50","122.68B","0.34%"
"16-02-2004","1,913.55","1,914.45","1,929.50","1,909.45","116.67B","0.00%"
"13-02-2004","1,913.60","1,875.60","1,916.20","1,873.25","123.51B","1.50%"
"12-02-2004","1,885.30","1,892.20","1,906.10","1,869.25","109.93B","-0.33%"
"11-02-2004","1,891.50","1,891.80","1,894.80","1,874.50","110.96B","0.57%"
"10-02-2004","1,880.75","1,880.85","1,897.00","1,861.65","130.43B","0.00%"
"09-02-2004","1,880.70","1,834.90","1,885.20","1,833.05","102.13B","2.57%"
"06-02-2004","1,833.65","1,804.35","1,837.95","1,797.95","119.13B","1.62%"
"05-02-2004","1,804.50","1,823.50","1,846.75","1,787.15","152.93B","-0.97%"
"04-02-2004","1,822.20","1,769.10","1,829.65","1,761.75","152.46B","3.01%"
"03-02-2004","1,769.00","1,809.30","1,815.95","1,755.65","142.15B","-2.25%"
"30-01-2004","1,809.75","1,843.70","1,860.40","1,804.30","137.22B","-1.84%"
"29-01-2004","1,843.60","1,863.00","1,883.10","1,827.25","158.14B","-1.05%"
"28-01-2004","1,863.10","1,903.90","1,918.45","1,846.35","153.54B","-2.18%"
"27-01-2004","1,904.70","1,847.90","1,911.30","1,844.65","127.78B","3.09%"
"23-01-2004","1,847.55","1,771.10","1,858.50","1,771.10","130.36B","4.35%"
"22-01-2004","1,770.50","1,824.70","1,854.55","1,756.25","164.35B","-2.97%"
"21-01-2004","1,824.60","1,895.45","1,899.55","1,811.35","142.24B","-3.63%"
"20-01-2004","1,893.25","1,928.80","1,957.65","1,876.85","137.95B","-2.18%"
"19-01-2004","1,935.35","1,901.90","1,943.10","1,874.95","120.70B","1.83%"
"16-01-2004","1,900.65","1,944.15","1,953.05","1,887.10","122.45B","-2.25%"
"15-01-2004","1,944.45","1,983.20","2,000.30","1,933.25","121.98B","-1.90%"
"14-01-2004","1,982.15","1,987.40","1,995.20","1,970.10","113.21B","0.94%"
"13-01-2004","1,963.60","1,944.70","1,967.85","1,926.10","109.88B","0.93%"
"12-01-2004","1,945.60","1,972.00","1,980.55","1,936.75","116.68B","-1.33%"
"09-01-2004","1,971.90","1,969.00","2,014.65","1,957.45","153.06B","0.17%"
"08-01-2004","1,968.55","1,918.10","1,973.45","1,918.10","115.68B","2.70%"
"07-01-2004","1,916.75","1,927.95","1,930.95","1,888.10","119.20B","-0.52%"
"06-01-2004","1,926.70","1,955.10","1,979.05","1,908.75","124.02B","-1.45%"
"05-01-2004","1,955.00","1,946.30","1,969.20","1,930.75","129.70B","0.46%"
"02-01-2004","1,946.05","1,912.25","1,951.70","1,911.05","117.08B","1.77%"
"01-01-2004","1,912.25","1,880.35","1,917.05","1,880.35","102.55B","1.73%"
"31-12-2003","1,879.75","1,868.90","1,895.65","1,852.50","114.76B","0.35%"
"30-12-2003","1,873.25","1,878.90","1,914.40","1,858.55","149.04B","-0.04%"
"29-12-2003","1,874.05","1,838.05","1,876.00","1,837.65","98.55B","2.01%"
"26-12-2003","1,837.05","1,804.70","1,840.35","1,804.70","114.22B","1.57%"
"24-12-2003","1,808.70","1,788.45","1,815.60","1,780.30","135.00B","1.60%"
"23-12-2003","1,780.30","1,789.10","1,800.90","1,751.05","85.98B","-0.49%"
"22-12-2003","1,789.15","1,778.85","1,794.30","1,778.40","93.94B","0.60%"
"19-12-2003","1,778.55","1,757.00","1,783.70","1,755.40","140.66B","1.28%"
"18-12-2003","1,756.10","1,733.20","1,759.00","1,725.85","114.57B","1.32%"
"17-12-2003","1,733.25","1,736.35","1,746.20","1,725.40","101.35B","-0.17%"
"16-12-2003","1,736.25","1,723.90","1,740.30","1,711.30","105.56B","0.71%"
"15-12-2003","1,723.95","1,699.70","1,728.00","1,699.70","99.57B","1.47%"
"12-12-2003","1,698.90","1,695.80","1,705.95","1,686.45","95.31B","0.21%"
"11-12-2003","1,695.40","1,688.35","1,701.70","1,678.35","85.83B","0.50%"
"10-12-2003","1,686.90","1,675.75","1,697.30","1,672.65","102.33B","0.66%"
"09-12-2003","1,675.85","1,646.40","1,677.90","1,646.40","82.35B","1.80%"
"08-12-2003","1,646.25","1,644.85","1,654.35","1,631.85","95.77B","0.03%"
"05-12-2003","1,645.80","1,675.50","1,688.25","1,642.05","100.93B","-1.76%"
"04-12-2003","1,675.20","1,670.65","1,683.75","1,656.10","103.57B","0.28%"
"03-12-2003","1,670.50","1,660.70","1,676.20","1,655.90","97.02B","0.72%"
"02-12-2003","1,658.50","1,657.65","1,671.85","1,639.65","117.86B","0.05%"
"01-12-2003","1,657.65","1,615.85","1,660.55","1,615.70","110.44B","2.62%"
"28-11-2003","1,615.25","1,598.55","1,618.95","1,598.55","99.39B","1.06%"
"27-11-2003","1,598.35","1,568.85","1,602.60","1,568.70","113.55B","1.89%"
"25-11-2003","1,568.65","1,543.95","1,572.05","1,543.95","95.58B","1.60%"
"24-11-2003","1,543.90","1,541.35","1,554.05","1,536.50","116.68B","0.21%"
"21-11-2003","1,540.70","1,520.40","1,547.00","1,509.15","112.86B","1.21%"
"20-11-2003","1,522.30","1,542.85","1,558.15","1,517.90","112.47B","-1.19%"
"19-11-2003","1,540.60","1,563.95","1,564.00","1,534.35","110.69B","-1.52%"
"18-11-2003","1,564.40","1,579.15","1,591.25","1,557.20","106.24B","-0.98%"
"17-11-2003","1,579.90","1,563.10","1,584.75","1,554.40","89.94B","1.09%"
"15-11-2003","1,562.80","1,549.65","1,571.30","1,542.00","37.84B","0.80%"
"14-11-2003","1,550.45","1,577.20","1,580.30","1,544.75","109.49B","-1.87%"
"13-11-2003","1,579.95","1,610.40","1,616.15","1,573.60","108.84B","-1.49%"
"12-11-2003","1,603.80","1,601.30","1,617.75","1,598.00","107.39B","0.17%"
"11-11-2003","1,601.15","1,594.50","1,608.85","1,590.95","108.53B","0.42%"
"10-11-2003","1,594.50","1,603.55","1,603.65","1,568.10","62.35B","0.15%"
"07-11-2003","1,592.05","1,612.10","1,624.50","1,585.35","138.36B","-1.25%"
"06-11-2003","1,612.20","1,610.55","1,630.25","1,605.40","174.02B","0.19%"
"05-11-2003","1,609.15","1,618.70","1,627.60","1,592.55","151.58B","-0.59%"
"04-11-2003","1,618.70","1,601.30","1,626.40","1,601.30","205.24B","1.06%"
"03-11-2003","1,601.65","1,556.50","1,605.60","1,556.50","151.95B","2.94%"
"31-10-2003","1,555.90","1,517.10","1,559.75","1,515.55","154.48B","2.57%"
"30-10-2003","1,516.85","1,499.25","1,524.25","1,495.80","202.27B","1.23%"
"29-10-2003","1,498.45","1,481.30","1,501.70","1,477.10","134.07B","1.13%"
"28-10-2003","1,481.75","1,485.45","1,500.80","1,471.30","138.89B","-0.24%"
"27-10-2003","1,485.30","1,522.05","1,524.05","1,482.00","135.06B","-2.41%"
"25-10-2003","1,521.95","1,506.05","1,533.05","1,506.05","43.19B","1.06%"
"24-10-2003","1,506.05","1,485.80","1,512.55","1,434.75","150.86B","2.42%"
"23-10-2003","1,470.45","1,494.75","1,503.00","1,466.25","133.91B","-1.58%"
"22-10-2003","1,494.10","1,506.75","1,522.65","1,483.00","152.76B","-0.82%"
"21-10-2003","1,506.50","1,546.20","1,549.65","1,496.95","196.13B","-2.35%"
"20-10-2003","1,542.70","1,569.70","1,574.10","1,536.50","167.97B","-1.70%"
"17-10-2003","1,569.45","1,565.20","1,574.10","1,552.15","200.57B","0.88%"
"16-10-2003","1,555.70","1,537.30","1,563.40","1,537.30","162.78B","1.22%"
"15-10-2003","1,537.00","1,521.45","1,543.85","1,503.00","152.16B","1.07%"
"14-10-2003","1,520.80","1,548.70","1,562.85","1,513.75","182.18B","-1.68%"
"13-10-2003","1,546.75","1,523.35","1,550.90","1,516.05","132.23B","1.55%"
"10-10-2003","1,523.10","1,507.10","1,527.25","1,505.10","152.85B","1.40%"
"09-10-2003","1,502.10","1,487.85","1,505.05","1,478.40","117.87B","1.59%"
"08-10-2003","1,478.60","1,477.85","1,493.05","1,460.60","147.78B","0.05%"
"07-10-2003","1,477.85","1,478.95","1,498.45","1,467.75","210.47B","-0.07%"
"06-10-2003","1,478.90","1,449.45","1,481.05","1,423.75","145.93B","2.04%"
"03-10-2003","1,449.30","1,420.85","1,451.20","1,420.85","140.54B","2.00%"
"01-10-2003","1,420.85","1,416.60","1,430.90","1,407.95","118.75B","0.26%"
"30-09-2003","1,417.10","1,400.70","1,418.10","1,399.80","117.56B","1.23%"
"29-09-2003","1,399.95","1,386.90","1,422.35","1,386.10","139.66B","0.94%"
"26-09-2003","1,386.95","1,357.55","1,389.30","1,357.35","142.17B","2.19%"
"25-09-2003","1,357.20","1,371.45","1,377.25","1,352.80","196.92B","-1.08%"
"24-09-2003","1,372.05","1,324.85","1,373.90","1,322.65","137.40B","3.30%"
"23-09-2003","1,328.20","1,302.85","1,333.70","1,290.55","118.68B","1.94%"
"22-09-2003","1,302.90","1,319.25","1,333.55","1,300.25","114.65B","-1.46%"
"19-09-2003","1,322.15","1,303.20","1,331.05","1,285.25","152.26B","1.52%"
"18-09-2003","1,302.35","1,341.45","1,342.60","1,299.25","142.76B","-2.93%"
"17-09-2003","1,341.60","1,357.95","1,377.45","1,332.20","165.35B","-1.20%"
"16-09-2003","1,357.95","1,330.15","1,362.10","1,299.50","194.59B","2.16%"
"15-09-2003","1,329.25","1,371.75","1,371.85","1,322.65","144.30B","-3.12%"
"12-09-2003","1,372.10","1,405.55","1,415.65","1,367.15","141.94B","-2.21%"
"11-09-2003","1,403.15","1,409.65","1,422.40","1,399.60","154.18B","-0.45%"
"10-09-2003","1,409.55","1,407.00","1,414.10","1,389.65","184.18B","0.18%"
"09-09-2003","1,407.05","1,417.80","1,430.70","1,397.65","132.14B","-0.73%"
"08-09-2003","1,417.35","1,398.40","1,420.25","1,398.35","109.01B","1.36%"
"05-09-2003","1,398.40","1,373.00","1,400.90","1,372.75","139.88B","1.87%"
"04-09-2003","1,372.70","1,358.90","1,382.60","1,355.80","171.39B","0.98%"
"03-09-2003","1,359.35","1,387.20","1,394.95","1,353.60","169.29B","-1.88%"
"02-09-2003","1,385.45","1,375.95","1,388.95","1,366.90","129.85B","0.69%"
"01-09-2003","1,375.95","1,356.70","1,379.40","1,356.65","120.49B","1.43%"
"29-08-2003","1,356.55","1,341.20","1,365.80","1,340.80","187.82B","1.16%"
"28-08-2003","1,341.05","1,340.20","1,349.00","1,328.35","147.16B","0.06%"
"27-08-2003","1,340.30","1,318.75","1,346.30","1,318.75","186.17B","1.68%"
"26-08-2003","1,318.20","1,270.20","1,322.95","1,269.50","203.04B","3.71%"
"25-08-2003","1,271.10","1,311.95","1,332.55","1,245.85","189.19B","-3.05%"
"22-08-2003","1,311.15","1,301.50","1,319.45","1,298.80","174.01B","0.78%"
"21-08-2003","1,300.95","1,288.20","1,304.15","1,287.00","147.95B","1.05%"
"20-08-2003","1,287.40","1,280.80","1,292.95","1,280.80","179.40B","0.76%"
"19-08-2003","1,277.70","1,286.05","1,307.60","1,268.10","233.90B","-0.29%"
"18-08-2003","1,281.40","1,247.90","1,285.70","1,247.90","214.89B","2.70%"
"14-08-2003","1,247.75","1,247.00","1,260.35","1,243.40","150.83B","0.07%"
"13-08-2003","1,246.90","1,235.35","1,249.35","1,229.30","127.52B","0.98%"
"12-08-2003","1,234.75","1,233.95","1,249.35","1,229.80","146.06B","0.15%"
"11-08-2003","1,232.85","1,222.60","1,240.35","1,215.75","154.66B","0.83%"
"08-08-2003","1,222.65","1,199.70","1,224.50","1,199.70","130.09B","2.15%"
"07-08-2003","1,196.95","1,170.75","1,199.70","1,170.75","112.32B","2.21%"
"06-08-2003","1,171.05","1,184.10","1,191.05","1,164.75","112.28B","-1.13%"
"05-08-2003","1,184.45","1,203.90","1,218.50","1,181.00","108.25B","-1.59%"
"04-08-2003","1,203.60","1,196.05","1,206.10","1,185.95","101.51B","0.66%"
"01-08-2003","1,195.75","1,185.80","1,198.80","1,180.30","86.33B","0.83%"
"31-07-2003","1,185.85","1,183.30","1,198.50","1,181.90","117.34B","0.24%"
"30-07-2003","1,183.00","1,175.30","1,187.70","1,168.45","82.32B","0.70%"
"29-07-2003","1,174.75","1,169.25","1,177.25","1,154.80","76.21B","0.47%"
"28-07-2003","1,169.20","1,163.25","1,180.60","1,163.25","82.80B","0.55%"
"25-07-2003","1,162.75","1,135.50","1,164.70","1,135.05","85.40B","2.04%"
"24-07-2003","1,139.45","1,119.95","1,144.35","1,118.55","92.46B","1.82%"
"23-07-2003","1,119.05","1,109.60","1,124.70","1,109.60","93.26B","0.89%"
"22-07-2003","1,109.20","1,115.35","1,118.25","1,089.30","80.61B","-0.59%"
"21-07-2003","1,115.80","1,140.00","1,146.40","1,112.55","72.12B","-2.12%"
"18-07-2003","1,140.00","1,151.85","1,162.60","1,130.45","77.57B","-1.04%"
"17-07-2003","1,152.00","1,168.85","1,175.95","1,145.65","80.35B","-1.43%"
"16-07-2003","1,168.75","1,158.70","1,170.45","1,148.60","67.84B","0.77%"
"15-07-2003","1,159.85","1,171.50","1,175.55","1,148.80","77.64B","-0.99%"
"14-07-2003","1,171.50","1,161.20","1,173.95","1,161.20","69.73B","0.85%"
"11-07-2003","1,161.65","1,162.30","1,170.75","1,157.45","73.79B","-0.06%"
"10-07-2003","1,162.35","1,146.00","1,163.60","1,146.00","74.51B","1.87%"
"09-07-2003","1,141.05","1,146.35","1,155.30","1,137.15","53.37B","-0.42%"
"08-07-2003","1,145.90","1,141.45","1,153.15","1,141.30","68.37B","0.47%"
"07-07-2003","1,140.55","1,138.90","1,145.75","1,134.60","57.43B","0.18%"
"04-07-2003","1,138.45","1,145.60","1,148.85","1,134.00","57.67B","-0.54%"
"03-07-2003","1,144.65","1,133.80","1,150.75","1,126.35","87.42B","0.96%"
"02-07-2003","1,133.80","1,131.55","1,145.40","1,130.20","73.75B","0.27%"
"01-07-2003","1,130.70","1,133.95","1,139.00","1,125.75","64.85B","-0.30%"
"30-06-2003","1,134.15","1,125.60","1,141.30","1,125.50","67.93B","0.76%"
"27-06-2003","1,125.55","1,117.45","1,126.80","1,109.35","87.54B","0.82%"
"26-06-2003","1,116.35","1,106.80","1,118.90","1,106.80","92.15B","0.88%"
"25-06-2003","1,106.65","1,085.65","1,109.75","1,084.35","76.19B","1.96%"
"24-06-2003","1,085.35","1,089.20","1,092.65","1,079.10","61.82B","-0.35%"
"23-06-2003","1,089.20","1,100.60","1,106.15","1,087.65","61.15B","-1.00%"
"20-06-2003","1,100.25","1,092.65","1,101.60","1,081.35","70.94B","0.70%"
"19-06-2003","1,092.55","1,085.95","1,097.00","1,078.90","75.60B","0.53%"
"18-06-2003","1,086.75","1,082.80","1,093.20","1,080.90","82.70B","0.44%"
"17-06-2003","1,081.95","1,052.30","1,083.20","1,052.30","72.62B","2.87%"
"16-06-2003","1,051.80","1,056.50","1,059.80","1,045.55","56.08B","-0.42%"
"13-06-2003","1,056.20","1,050.95","1,059.45","1,050.95","61.69B","0.47%"
"12-06-2003","1,051.30","1,044.20","1,052.60","1,043.10","58.63B","0.69%"
"11-06-2003","1,044.10","1,038.00","1,048.25","1,035.00","61.66B","0.61%"
"10-06-2003","1,037.80","1,052.00","1,056.55","1,033.95","76.48B","-1.36%"
"09-06-2003","1,052.10","1,046.00","1,057.05","1,039.85","58.75B","0.54%"
"06-06-2003","1,046.40","1,036.20","1,048.85","1,035.95","74.62B","1.10%"
"05-06-2003","1,035.05","1,021.10","1,038.30","1,021.10","89.52B","1.37%"
"04-06-2003","1,021.05","1,010.70","1,022.75","1,010.10","63.19B","1.03%"
"03-06-2003","1,010.65","1,015.90","1,016.90","1,007.65","56.89B","-0.44%"
"02-06-2003","1,015.15","1,006.85","1,020.50","1,004.70","67.87B","0.83%"
"30-05-2003","1,006.80","1,000.05","1,013.85","994.65","73.78B","0.42%"
"29-05-2003","1,002.60","990.80","1,004.85","989.50","91.56B","1.19%"
"28-05-2003","990.80","977.65","992.25","977.55","64.76B","1.43%"
"27-05-2003","976.85","982.35","990.00","974.25","58.43B","-0.57%"
"26-05-2003","982.45","967.85","983.90","967.10","54.02B","1.50%"
"23-05-2003","967.90","963.50","972.90","962.40","64.22B","0.48%"
"22-05-2003","963.25","967.95","972.40","960.05","55.56B","-0.49%"
"21-05-2003","968.00","972.05","980.75","965.55","57.37B","-0.37%"
"20-05-2003","971.55","964.65","974.05","959.80","60.80B","0.52%"
"19-05-2003","966.55","973.70","979.85","964.60","61.26B","-0.67%"
"16-05-2003","973.10","959.85","974.40","959.85","53.82B","1.38%"
"15-05-2003","959.85","952.15","961.60","951.15","49.13B","0.81%"
"14-05-2003","952.15","944.20","953.45","943.15","50.64B","0.84%"
"13-05-2003","944.20","936.90","945.80","936.70","55.13B","0.88%"
"12-05-2003","936.00","938.50","944.45","934.00","45.85B","-0.20%"
"09-05-2003","937.85","941.60","941.65","935.80","51.20B","-0.39%"
"08-05-2003","941.55","950.15","951.30","938.70","66.56B","-0.91%"
"07-05-2003","950.15","950.40","956.65","948.90","69.37B","-0.18%"
"06-05-2003","951.85","945.85","955.00","943.20","71.31B","0.68%"
"05-05-2003","945.40","937.45","948.95","936.65","65.76B","0.76%"
"02-05-2003","938.30","930.90","940.20","930.80","62.77B","0.46%"
"30-04-2003","934.05","935.25","935.55","929.85","63.80B","0.19%"
"29-04-2003","932.30","929.75","936.90","929.75","57.87B","0.30%"
"28-04-2003","929.50","922.85","931.05","920.00","62.37B","0.56%"
"25-04-2003","924.30","929.45","931.35","921.10","65.20B","-0.58%"
"24-04-2003","929.70","934.20","943.15","927.80","107.33B","-0.48%"
"23-04-2003","934.20","943.75","951.20","931.50","66.28B","-0.99%"
"22-04-2003","943.50","947.10","951.40","937.85","65.12B","-0.39%"
"21-04-2003","947.20","941.50","949.70","941.50","51.70B","0.69%"
"17-04-2003","940.70","958.65","958.65","936.70","47.28B","-1.87%"
"16-04-2003","958.65","950.65","961.75","949.00","52.70B","0.78%"
"15-04-2003","951.20","951.80","964.20","938.80","59.85B","0.15%"
"11-04-2003","949.80","958.90","965.15","935.70","83.52B","-1.29%"
"10-04-2003","962.20","1,003.80","1,003.80","958.20","73.20B","-4.24%"
"09-04-2003","1,004.85","1,018.00","1,018.00","1,002.30","45.37B","-1.30%"
"08-04-2003","1,018.10","1,032.00","1,032.00","1,016.60","49.37B","-1.30%"
"07-04-2003","1,031.50","1,017.05","1,033.45","1,017.05","53.49B","1.43%"
"04-04-2003","1,016.95","1,009.15","1,018.25","1,002.75","55.42B","0.77%"
"03-04-2003","1,009.15","999.55","1,010.75","999.55","48.98B","0.98%"
"02-04-2003","999.40","984.45","1,002.10","984.45","49.61B","1.53%"
"01-04-2003","984.30","977.40","992.05","973.50","50.07B","0.62%"
"31-03-2003","978.20","1,000.60","1,000.60","974.10","41.58B","-2.24%"
"28-03-2003","1,000.60","1,002.80","1,006.30","996.75","41.73B","-0.21%"
"27-03-2003","1,002.70","1,013.90","1,013.90","999.60","50.31B","-1.10%"
"26-03-2003","1,013.85","1,011.55","1,019.90","1,004.85","40.99B","0.25%"
"25-03-2003","1,011.30","1,013.50","1,013.50","998.40","46.53B","-0.26%"
"24-03-2003","1,013.90","1,037.15","1,038.55","1,011.95","42.05B","-2.24%"
"22-03-2003","1,037.15","1,030.60","1,039.80","1,030.60","19.84B","0.64%"
"21-03-2003","1,030.55","1,025.55","1,033.70","1,022.05","50.21B","0.52%"
"20-03-2003","1,025.25","1,003.45","1,028.90","1,001.75","62.39B","2.13%"
"19-03-2003","1,003.90","993.35","1,011.45","992.90","47.89B","1.10%"
"17-03-2003","993.00","999.70","1,000.85","982.70","43.46B","-0.67%"
"13-03-2003","999.65","1,001.50","1,006.40","994.20","47.58B","-0.20%"
"12-03-2003","1,001.70","1,014.25","1,017.75","1,000.05","44.96B","-1.27%"
"11-03-2003","1,014.55","1,006.65","1,016.70","998.95","49.64B","0.78%"
"10-03-2003","1,006.70","1,017.10","1,021.50","1,004.35","41.94B","-1.02%"
"07-03-2003","1,017.10","1,031.05","1,031.05","1,014.30","45.65B","-1.37%"
"06-03-2003","1,031.25","1,040.30","1,040.75","1,029.55","41.24B","-0.91%"
"05-03-2003","1,040.70","1,046.55","1,046.55","1,029.90","52.52B","-0.56%"
"04-03-2003","1,046.60","1,058.70","1,058.70","1,045.20","37.23B","-1.16%"
"03-03-2003","1,058.85","1,063.55","1,070.85","1,057.55","46.37B","-0.43%"
"28-02-2003","1,063.40","1,053.65","1,068.65","1,053.65","82.25B","0.99%"
"27-02-2003","1,052.95","1,049.60","1,057.45","1,044.90","63.41B","0.31%"
"26-02-2003","1,049.65","1,055.60","1,059.60","1,048.20","57.56B","-0.56%"
"25-02-2003","1,055.55","1,070.10","1,073.25","1,054.90","34.61B","-1.36%"
"24-02-2003","1,070.15","1,066.20","1,075.50","1,066.20","45.25B","0.38%"
"21-02-2003","1,066.15","1,065.60","1,069.20","1,061.10","49.46B","0.05%"
"20-02-2003","1,065.60","1,064.15","1,071.70","1,058.35","51.01B","0.12%"
"19-02-2003","1,064.30","1,059.30","1,068.80","1,059.30","45.85B","0.47%"
"18-02-2003","1,059.30","1,058.95","1,065.15","1,057.60","48.39B","0.10%"
"17-02-2003","1,058.20","1,036.20","1,060.50","1,036.20","49.29B","2.14%"
"14-02-2003","1,036.00","1,044.45","1,047.05","1,034.10","43.90B","-0.81%"
"12-02-2003","1,044.45","1,048.15","1,051.00","1,040.40","53.20B","-0.34%"
"11-02-2003","1,048.00","1,048.60","1,055.80","1,044.55","47.49B","-0.06%"
"10-02-2003","1,048.60","1,058.20","1,058.75","1,047.15","42.87B","-0.84%"
"07-02-2003","1,057.50","1,063.75","1,065.80","1,055.50","55.92B","-0.57%"
"06-02-2003","1,063.60","1,047.25","1,065.95","1,043.70","48.00B","1.55%"
"05-02-2003","1,047.40","1,054.30","1,054.65","1,041.75","53.80B","-0.70%"
"04-02-2003","1,054.80","1,056.55","1,063.70","1,050.45","57.86B","-0.05%"
"03-02-2003","1,055.30","1,040.25","1,056.60","1,036.50","47.03B","1.29%"
"31-01-2003","1,041.85","1,034.75","1,044.25","1,026.20","76.71B","0.70%"
"30-01-2003","1,034.60","1,037.15","1,050.55","1,031.35","79.53B","-0.25%"
"29-01-2003","1,037.20","1,059.80","1,059.80","1,033.30","71.66B","-0.86%"
"28-01-2003","1,046.20","1,036.35","1,047.95","1,026.75","69.97B","0.82%"
"27-01-2003","1,037.65","1,057.80","1,059.35","1,030.35","63.98B","-1.74%"
"24-01-2003","1,056.05","1,070.60","1,075.20","1,053.40","61.55B","-1.39%"
"23-01-2003","1,070.90","1,081.40","1,083.15","1,069.05","59.86B","-1.11%"
"22-01-2003","1,082.90","1,078.45","1,086.20","1,073.60","48.87B","0.46%"
"21-01-2003","1,077.90","1,076.30","1,080.50","1,074.10","50.16B","0.14%"
"20-01-2003","1,076.35","1,086.25","1,087.00","1,074.20","44.28B","-0.93%"
"17-01-2003","1,086.50","1,089.30","1,090.25","1,083.20","47.50B","-0.17%"
"16-01-2003","1,088.35","1,085.05","1,091.35","1,083.95","45.42B","0.31%"
"15-01-2003","1,085.00","1,077.90","1,087.50","1,077.80","45.49B","0.56%"
"14-01-2003","1,078.95","1,072.70","1,080.80","1,070.30","44.51B","0.48%"
"13-01-2003","1,073.75","1,080.25","1,080.40","1,070.75","46.77B","-0.60%"
"10-01-2003","1,080.25","1,097.60","1,103.25","1,077.40","54.05B","-1.56%"
"09-01-2003","1,097.35","1,089.75","1,099.15","1,087.75","44.48B","0.73%"
